PAYMENT_ID,ID_GINR_REQUEST,ID_CHANGE_REQUEST,TRANS_ID,PAYMENT_STATUS,FAILURE_ROOT_CAUSE,ACCOUNT_TYPE,ACCOUNT_NUMBER,TOTAL_AMOUNT,SS_FEE,FIS_FEE,ANALYSIS_FEE,AUTHORIZATION,DATE_PAID,PAYER_NAME,CITY,STATE,PRIOR_ATTEMPTS_SAME_REQUEST,TOTAL_FAILURES_SAME_CARD,GINR_REQUEST_ID,PROJECT_NAME,ID_APPLICATION_STATUS,ID_PROJECT_TYPE,ID_FUEL_TYPE,ID_APPLICATION_SIZE,MAX_GEN_MW,POI_VOLTAGE,SUBMIT_DATE,FIS_FEE_PAID,SS_FEE_PAID,ANALYSIS_FEE_PAID,DAYS_SUBMIT_TO_PAY,CHANGE_REQUEST_TYPE,ERCOT_ACCEPTED,ERCOT_COMMENT
12002,18857,,57894809157,SUCCESS,AUTHORIZED,eCheck,XXXX1960,25905.59,7952.09,8299.08,9654.42,MPVBIS,24-Oct-24 12.00.00 AM,Julie King,Houston,NY,0,8,15615,PowerSync,APR,UPG,BIO,LG,66.23,345,01-Oct-24,1,1,0,23,Ownership Change,Y,Payment processed successfully
12003,19693,,69719838880,FAILED,BANK_DECLINED,Visa,XXXX8865,43278.71,11115.64,12165.78,19997.29,JGXPXU,18-Sep-25 12.00.00 AM,William Taylor,Denver,NY,3,7,18312,GreenGrid,PLN,NS,BIO,MD,23.54,230,14-Sep-25,0,1,0,4,Capacity Update,Y,Payment processed successfully
12004,16930,464,51074516323,SUCCESS,AUTHORIZED,MasterCard,XXXX7113,29544.36,16356.18,9870.02,3318.16,TYXSHD,20-Jun-23 12.00.00 AM,Jeffrey Watson,Dallas,CO,5,6,19976,ERCOT Solar,PLN,UPG,SOL,SM,187.51,345,24-May-23,1,1,0,27,,Y,Retry required
12005,12826,,63325147511,FAILED,CARD_EXPIRED,AmericanExpress,XXXX8323,26634.77,12499.79,4271.66,9863.32,9WZ3K9,17-May-24 12.00.00 AM,Marie Sutton,Dallas,NY,2,4,14656,GreenGrid,APR,NS,SOL,MD,382.09,230,03-May-24,0,1,1,14,Capacity Update,Y,Payment processed successfully
12006,14249,244,82751432292,FAILED,BANK_DECLINED,Visa,XXXX6733,20366.77,9509.48,5463.05,5394.24,IM8EJS,29-Apr-24 12.00.00 AM,Nicole Cole,Moab,CA,3,18,18839,WindFlow,APR,NS,WND,LG,82.05,138,26-Mar-24,1,0,1,34,Voltage Change,N,ERCOT accepted
12007,18915,758,47817279834,FAILED,INSUFFICIENT_FUNDS,AmericanExpress,XXXX7112,31025.34,9377.75,9328.73,12318.86,AXYIVI,17-Jun-24 12.00.00 AM,William Snow,Chicago,IL,0,12,16851,Claire BESS,PLN,NS,WND,MD,79.61,69,19-May-24,0,1,0,29,Capacity Update,,Payment processed successfully
12008,12518,,51316532712,SUCCESS,AUTHORIZED,Discover,XXXX6740,22502.78,13275.34,8765.55,461.89,XP3P5K,02-Mar-25 12.00.00 AM,Daniel Wells,Miami,FL,4,15,10996,SolarEdge,PLN,UPG,WND,LG,10.71,138,08-Jan-25,1,0,0,53,Capacity Update,N,ERCOT accepted
12009,10542,365,47535626064,SUCCESS,AUTHORIZED,Visa,XXXX3490,5913.37,3098.77,610.39,2204.21,ZFN4P2,30-Sep-23 12.00.00 AM,Mr. Tyler Holland,Chicago,NY,3,11,13516,BatteryMax,PLN,NS,BIO,LG,243.68,69,15-Aug-23,0,0,0,46,Capacity Update,N,ERCOT accepted
12010,12324,985,53229930682,SUCCESS,AUTHORIZED,eCheck,XXXX7375,28631.18,10960.51,12802.7,4867.97,RD521O,19-Apr-23 12.00.00 AM,Richard Morales,Dallas,UT,0,20,14343,ERCOT Solar,APR,UPG,WND,MD,423.61,115,06-Mar-23,0,1,0,44,Capacity Update,,ERCOT accepted
12011,12422,259,56448715659,FAILED,NETWORK_TIMEOUT,eCheck,XXXX4679,8265.77,4072.9,2969.92,1222.95,XOSECQ,14-Nov-25 12.00.00 AM,Susan Chapman,Denver,AZ,4,0,16996,WindFlow,PLN,UPG,BAT,SM,132.64,230,01-Oct-25,1,1,0,44,Ownership Change,,Retry required
12012,18930,971,82114171629,SUCCESS,AUTHORIZED,Visa,XXXX2317,7587.49,2249.33,3587.81,1750.35,H00ZND,14-Nov-23 12.00.00 AM,Mrs. Sue Morales,Chicago,FL,3,16,14896,BatteryMax,PLN,UPG,BAT,SM,9.74,69,12-Oct-23,1,1,0,33,,,
12013,17790,449,83518165398,SUCCESS,AUTHORIZED,MasterCard,XXXX9027,41921.23,8503.46,5917.56,27500.21,K5T2TO,17-May-25 12.00.00 AM,Joseph Guerrero,Seattle,FL,3,11,9353,GreenGrid,APR,NS,WND,LG,192.87,230,29-Apr-25,1,1,0,18,Ownership Change,,ERCOT accepted
12014,18278,648,45752291119,SUCCESS,AUTHORIZED,AmericanExpress,XXXX6945,42989.09,10229.71,11679.17,21080.21,B8ZKDL,21-Oct-23 12.00.00 AM,Wendy Ellis,Miami,FL,4,7,19303,ERCOT Solar,SUB,NS,WND,LG,351.34,230,22-Sep-23,1,0,1,29,Voltage Change,,
12015,19329,849,72021432687,SUCCESS,AUTHORIZED,MasterCard,XXXX8575,49486.82,16088.1,15714.27,17684.45,VNH24Q,29-Mar-24 12.00.00 AM,Tyler Wilson,Austin,GA,5,14,16741,SolarEdge,APR,UPG,BAT,LG,104.12,115,03-Feb-24,1,0,0,55,,,
12016,16030,,40845737504,SUCCESS,AUTHORIZED,Visa,XXXX3904,24287.75,14010.57,6402.07,3875.11,4XL7IO,07-May-24 12.00.00 AM,Dr. Juan Davis,Houston,CA,5,18,14446,PowerSync,APR,UPG,WND,LG,287.84,115,24-Mar-24,0,0,1,44,,Y,
12017,11255,,85947328754,SUCCESS,AUTHORIZED,AmericanExpress,XXXX2451,39990.14,19812.41,5640.31,14537.42,VVDEUU,23-Nov-23 12.00.00 AM,Carlos Wells,Denver,UT,5,13,15638,ERCOT Solar,SUB,UPG,BIO,SM,288.09,69,23-Nov-23,0,0,1,0,Ownership Change,Y,Bank verification pending
12018,15059,749,54992070064,FAILED,INSUFFICIENT_FUNDS,AmericanExpress,XXXX4867,16341.33,5524.32,4498.98,6318.03,5GAGK6,16-Feb-24 12.00.00 AM,Sarah Wilson,Austin,IL,4,7,13998,Claire BESS,SUB,NS,WND,LG,407.98,69,30-Jan-24,1,0,0,17,Capacity Update,Y,
12019,19348,854,59025400170,SUCCESS,AUTHORIZED,AmericanExpress,XXXX4306,28912.1,13183.68,9681.15,6047.27,3VZBYD,28-Jan-25 12.00.00 AM,Dawn Hernandez,Chicago,FL,5,15,13256,GreenGrid,APR,UPG,WND,MD,116.41,69,30-Dec-24,1,1,1,29,Ownership Change,Y,Bank verification pending
12020,16028,513,75973316302,SUCCESS,AUTHORIZED,Visa,XXXX4097,9443.95,4563.79,1205.74,3674.42,5JF1CW,15-Apr-23 12.00.00 AM,Vincent Brown,Seattle,IL,4,7,17064,BatteryMax,APR,NS,SOL,LG,241.32,138,27-Feb-23,0,1,0,47,Ownership Change,Y,Payment processed successfully
12021,14315,516,56639613512,SUCCESS,AUTHORIZED,MasterCard,XXXX3553,2837.8,1536.22,899.21,402.37,J2ABB4,25-Aug-25 12.00.00 AM,Zachary Rodriguez,Denver,WA,4,4,16878,GreenGrid,PLN,NS,BAT,LG,238.03,138,27-Jun-25,1,1,1,59,,,
12022,18122,,42236607849,SUCCESS,AUTHORIZED,Discover,XXXX3555,31602.8,18716.93,9781.76,3104.11,RCOSUG,21-Mar-23 12.00.00 AM,Robert Knight PhD,Seattle,IL,3,8,9256,EnergyPlus,APR,NS,SOL,LG,490.72,115,12-Feb-23,1,0,1,37,,Y,Retry required
12023,11021,588,41550184384,SUCCESS,AUTHORIZED,eCheck,XXXX8741,2703.32,756.29,962.42,984.61,ZUWZQI,08-Feb-25 12.00.00 AM,Connie Sims,Denver,IL,4,11,9093,PowerSync,APR,UPG,SOL,MD,172.49,345,05-Jan-25,0,1,1,34,Capacity Update,N,ERCOT accepted
12024,13878,327,75402140162,SUCCESS,AUTHORIZED,AmericanExpress,XXXX5915,18425.03,6920.65,8820.34,2684.04,2A6744,25-Jul-24 12.00.00 AM,Michael Peterson,Moab,FL,5,10,15135,BatteryMax,SUB,UPG,WND,MD,3.68,230,28-Jun-24,0,0,0,27,Capacity Update,N,Payment processed successfully
12025,17115,900,71667253651,FAILED,NETWORK_TIMEOUT,Visa,XXXX7677,26535.07,6227.97,3243.17,17063.93,EWL80F,01-Aug-24 12.00.00 AM,Donald Griffin,Denver,NY,1,4,12815,GreenGrid,PLN,NS,WND,SM,19.75,230,28-Jun-24,0,0,0,34,,Y,
12026,12235,,40539521515,SUCCESS,AUTHORIZED,MasterCard,XXXX4602,19033.72,8076.56,8433.89,2523.27,8ZZDN2,18-Oct-24 12.00.00 AM,Lauren Dixon,Miami,NY,3,17,17076,ERCOT Solar,PLN,NS,WND,MD,119.86,230,09-Oct-24,0,0,1,9,Ownership Change,Y,Bank verification pending
12027,17892,131,55413605354,FAILED,ECHECK_NOT_SUPPORTED,Discover,XXXX9985,16983.89,3583.85,5050.85,8349.19,CUNJEW,23-Feb-26 12.00.00 AM,Dawn Fernandez,Houston,IL,3,3,11941,EnergyPlus,PLN,UPG,SOL,LG,384.41,138,10-Jan-26,1,0,0,44,Ownership Change,,Bank verification pending
12028,10505,,76189497961,SUCCESS,AUTHORIZED,Discover,XXXX1632,45141.11,25620.71,11994.3,7526.1,OX1SQX,29-Aug-25 12.00.00 AM,Elizabeth Colon,Dallas,CA,1,5,9221,Claire BESS,SUB,UPG,BAT,SM,315.91,115,21-Jul-25,1,0,0,39,Ownership Change,N,
12029,13387,,63411461970,SUCCESS,AUTHORIZED,MasterCard,XXXX6302,25274.91,6856.99,9458.44,8959.48,7EC07K,01-Feb-26 12.00.00 AM,Mr. Matthew Weber,Austin,TX,4,4,19416,Claire BESS,SUB,UPG,WND,LG,129.61,345,05-Dec-25,1,1,0,58,Capacity Update,N,Bank verification pending
12030,11562,434,64221807180,SUCCESS,AUTHORIZED,MasterCard,XXXX5142,48906.53,17583.32,8087.34,23235.87,3P7IOH,25-Jan-26 12.00.00 AM,Jessica Moreno,Denver,FL,3,17,11034,SolarEdge,APR,NS,SOL,MD,302.71,345,01-Jan-26,1,1,0,24,,N,
12031,15355,279,59088469866,SUCCESS,AUTHORIZED,MasterCard,XXXX1446,16812.6,5946.67,4088.19,6777.74,U6MI31,24-Sep-25 12.00.00 AM,Amy Schmidt,Dallas,UT,2,9,16488,PowerSync,APR,UPG,WND,MD,339.8,115,01-Aug-25,1,1,1,54,Voltage Change,Y,ERCOT accepted
12032,11696,900,55040561906,SUCCESS,AUTHORIZED,AmericanExpress,XXXX2340,42687.84,8888.11,8052.46,25747.27,R40SON,31-Dec-23 12.00.00 AM,Lisa Davis,Dallas,AZ,1,8,14731,SolarEdge,SUB,NS,SOL,MD,190.34,138,24-Nov-23,0,1,1,37,Voltage Change,,Bank verification pending
12033,19441,,68558230927,SUCCESS,AUTHORIZED,eCheck,XXXX5870,43744.58,22851.59,5957.62,14935.37,WHIYXI,31-Jul-23 12.00.00 AM,Megan Flores,Denver,CA,4,6,10299,PowerSync,SUB,UPG,SOL,LG,323.85,69,04-Jun-23,0,0,0,57,,N,ERCOT accepted
12034,12582,272,75957089059,SUCCESS,AUTHORIZED,Visa,XXXX6346,3101.29,1131.8,1253.63,715.86,1GY1FW,14-Nov-23 12.00.00 AM,Michele Romero,Dallas,WA,2,14,13416,WindFlow,SUB,UPG,BIO,LG,389.3,345,04-Oct-23,0,0,0,41,Ownership Change,,Bank verification pending
12035,14742,,89898530156,FAILED,CARD_EXPIRED,MasterCard,XXXX6623,27163.83,8982.19,11866.72,6314.92,UQXHTA,15-Aug-25 12.00.00 AM,Debra Odom,Denver,CA,4,8,10906,WindFlow,SUB,UPG,BAT,SM,235.09,230,24-Jul-25,1,0,0,22,Ownership Change,N,ERCOT accepted
12036,13388,,52368062990,SUCCESS,AUTHORIZED,MasterCard,XXXX2032,46802.56,26882.0,8416.75,11503.81,FY78PE,15-Jan-25 12.00.00 AM,Michael Terry,Houston,FL,3,5,10097,SolarEdge,APR,UPG,BIO,LG,45.77,230,06-Dec-24,1,0,1,40,Ownership Change,,Bank verification pending
12037,13488,,89866530086,SUCCESS,AUTHORIZED,MasterCard,XXXX2937,47725.42,22819.87,5009.29,19896.26,E0SFC1,25-Jul-24 12.00.00 AM,Katherine Hall,Dallas,NY,4,0,19526,WindFlow,SUB,UPG,BAT,SM,228.89,69,27-Jun-24,0,1,1,28,Voltage Change,,Bank verification pending
12038,10324,161,87779594553,SUCCESS,AUTHORIZED,MasterCard,XXXX1229,40151.54,12460.81,16091.35,11599.38,5H6EM5,31-Jul-24 12.00.00 AM,Abigail Figueroa,Denver,GA,3,7,13336,BatteryMax,APR,UPG,BAT,LG,202.47,138,30-Jul-24,1,0,0,1,Voltage Change,N,
12039,14331,,60761311205,FAILED,INVALID_ACCOUNT,Discover,XXXX8564,8754.75,5197.82,3131.99,424.94,RMMJ26,28-Oct-25 12.00.00 AM,Cynthia Nguyen,Dallas,FL,5,4,12344,ERCOT Solar,SUB,NS,BAT,LG,409.99,115,28-Sep-25,0,1,1,30,Ownership Change,N,ERCOT accepted
12040,12202,,57196154395,FAILED,ECHECK_NOT_SUPPORTED,Visa,XXXX3042,31543.6,6425.03,11052.87,14065.7,H4762Z,11-Nov-24 12.00.00 AM,Bethany Delgado,Seattle,CO,3,4,10883,SolarEdge,APR,NS,WND,SM,148.31,115,15-Sep-24,1,0,0,57,,,Payment processed successfully
12041,10665,,64841562346,SUCCESS,AUTHORIZED,eCheck,XXXX5617,10928.03,3267.03,3845.64,3815.36,LM7UZY,15-Jan-24 12.00.00 AM,Sean Knox,Miami,CA,2,16,13994,GreenGrid,APR,NS,WND,LG,354.11,69,10-Dec-23,1,0,1,36,Ownership Change,,ERCOT accepted
12042,9195,103,62325382415,FAILED,BANK_DECLINED,AmericanExpress,XXXX2549,7107.52,3222.93,1082.66,2801.93,K7R9ZC,15-Apr-23 12.00.00 AM,Mr. Benjamin Anderson,Denver,CA,3,3,12886,GreenGrid,SUB,UPG,SOL,SM,180.9,345,01-Mar-23,1,1,1,45,Capacity Update,,ERCOT accepted
12043,11033,110,44281590030,SUCCESS,AUTHORIZED,eCheck,XXXX4146,15658.38,8036.79,5145.55,2476.04,TAEF7B,23-Jul-24 12.00.00 AM,Joshua Cruz,Miami,NY,4,8,17195,BatteryMax,PLN,UPG,SOL,SM,345.78,69,20-Jul-24,0,1,1,3,,,Payment processed successfully
12044,13200,244,66879758908,FAILED,CARD_EXPIRED,Visa,XXXX8629,6454.69,2284.85,1453.6,2716.24,GA2M9V,12-Sep-23 12.00.00 AM,Cynthia Schmidt,Houston,NY,2,12,15382,GreenGrid,PLN,NS,SOL,MD,249.9,345,05-Sep-23,0,1,0,7,Ownership Change,Y,Payment processed successfully
12045,11756,,66937197106,FAILED,NETWORK_TIMEOUT,MasterCard,XXXX4707,8194.74,2059.5,2922.09,3213.15,CO8V9M,23-Nov-25 12.00.00 AM,Brooke Lopez,Austin,IL,2,18,16807,EnergyPlus,SUB,UPG,SOL,SM,163.57,115,31-Oct-25,0,0,1,23,,N,ERCOT accepted
12046,18980,131,64342067612,FAILED,NETWORK_TIMEOUT,AmericanExpress,XXXX9418,18316.93,7877.23,6358.53,4081.17,XQ8AVL,12-Oct-25 12.00.00 AM,Alexis Spencer,Seattle,TX,2,17,15683,PowerSync,PLN,UPG,SOL,MD,335.45,115,05-Oct-25,1,1,0,7,Voltage Change,N,Retry required
12047,17882,640,87422036343,SUCCESS,AUTHORIZED,Discover,XXXX5907,49435.33,25771.45,10881.32,12782.56,S3IJWB,11-Aug-23 12.00.00 AM,Adriana Hall,Seattle,WA,4,9,14764,GreenGrid,SUB,UPG,SOL,LG,62.36,115,02-Aug-23,1,0,0,9,Ownership Change,N,
12048,17887,,54198333955,FAILED,CARD_EXPIRED,Discover,XXXX6514,27087.17,15286.19,12217.66,-416.68,HL2L3C,17-Apr-24 12.00.00 AM,James Stephens,Moab,NY,1,11,16484,SolarEdge,SUB,NS,WND,LG,94.84,115,29-Feb-24,1,0,1,48,Ownership Change,,
12049,9426,906,51553049126,SUCCESS,AUTHORIZED,Discover,XXXX4615,19605.68,8721.68,4277.02,6606.98,S37UZD,22-Jun-23 12.00.00 AM,Julia Hodges,Dallas,AZ,3,6,17119,EnergyPlus,PLN,NS,WND,LG,346.05,115,21-Jun-23,1,0,0,1,Voltage Change,N,ERCOT accepted
12050,12730,,45802567437,FAILED,CARD_EXPIRED,Visa,XXXX1879,18935.83,10543.27,5503.72,2888.84,E4055D,22-Oct-23 12.00.00 AM,Gregory Montgomery,Chicago,IL,4,12,16131,WindFlow,SUB,UPG,BIO,MD,488.01,69,30-Aug-23,0,1,0,53,Voltage Change,Y,Retry required
12051,11708,,64692780637,SUCCESS,AUTHORIZED,Discover,XXXX5743,23885.45,7667.3,4844.14,11374.01,KILBRJ,09-Nov-25 12.00.00 AM,Cynthia Thompson,Moab,GA,3,3,17607,EnergyPlus,SUB,NS,BIO,LG,204.86,115,23-Oct-25,0,0,0,17,Capacity Update,N,Payment processed successfully
12052,10085,,89278516815,SUCCESS,AUTHORIZED,Discover,XXXX2283,16496.31,4236.7,4246.23,8013.38,UZOAJ9,27-Dec-23 12.00.00 AM,Gary Ramirez,Miami,UT,4,3,13638,Claire BESS,SUB,NS,SOL,SM,59.64,138,16-Nov-23,0,0,0,41,,Y,
12053,9819,,88652167221,FAILED,INVALID_ACCOUNT,Discover,XXXX2312,1420.34,803.61,590.54,26.19,GDJODI,05-Feb-23 12.00.00 AM,Karen Haynes,Chicago,TX,2,14,18418,BatteryMax,SUB,UPG,BAT,LG,237.32,69,01-Feb-23,0,0,1,4,,,ERCOT accepted
12054,13476,,58606907511,FAILED,INVALID_ACCOUNT,eCheck,XXXX2670,45134.43,13108.04,20617.74,11408.65,OSWDVK,05-Mar-23 12.00.00 AM,Carmen White,Houston,CO,2,9,12208,Claire BESS,PLN,UPG,BIO,MD,460.7,230,19-Jan-23,0,0,1,45,,Y,Payment processed successfully
12055,16894,114,78205394691,FAILED,INVALID_ACCOUNT,AmericanExpress,XXXX8110,39718.29,17293.91,17073.26,5351.12,1P00J5,29-May-24 12.00.00 AM,Steven Fitzpatrick,Houston,CO,5,11,15355,BatteryMax,PLN,NS,BIO,MD,496.79,115,21-May-24,1,0,0,8,Voltage Change,Y,
12056,19341,349,81994259786,SUCCESS,AUTHORIZED,MasterCard,XXXX5627,8006.08,2812.59,3216.65,1976.84,D0MD4J,03-Aug-25 12.00.00 AM,Christopher Garcia,Moab,GA,2,9,10714,ERCOT Solar,PLN,UPG,SOL,LG,237.0,138,23-Jun-25,0,1,1,41,Capacity Update,N,Payment processed successfully
12057,18397,932,81617552446,SUCCESS,AUTHORIZED,eCheck,XXXX9723,40295.98,20849.97,9537.22,9908.79,GTQFN0,28-Sep-24 12.00.00 AM,William Huff,Miami,GA,0,13,13560,WindFlow,PLN,NS,BIO,SM,486.28,138,19-Aug-24,1,0,0,40,Voltage Change,,ERCOT accepted
12058,15005,668,80471939840,FAILED,ECHECK_NOT_SUPPORTED,AmericanExpress,XXXX3606,2116.33,922.83,727.38,466.12,LXNNPA,04-May-23 12.00.00 AM,Jose Wright,Chicago,TX,3,8,13022,WindFlow,APR,NS,BAT,SM,71.33,115,03-May-23,1,1,0,1,Ownership Change,,Payment processed successfully
12059,18131,,50319081913,SUCCESS,AUTHORIZED,Visa,XXXX1307,32659.23,8394.53,7702.54,16562.16,J9B0WQ,23-Feb-25 12.00.00 AM,Dennis Rice,Seattle,WA,1,19,11860,EnergyPlus,APR,NS,BIO,SM,339.35,230,16-Jan-25,1,1,1,38,Voltage Change,,Bank verification pending
12060,13374,,79509107904,SUCCESS,AUTHORIZED,eCheck,XXXX2935,42586.52,18493.64,20489.35,3603.53,LCA9RL,14-Mar-23 12.00.00 AM,James Black,Miami,GA,0,5,13543,PowerSync,APR,NS,BAT,MD,125.78,115,28-Feb-23,0,0,1,14,,Y,Payment processed successfully
12061,16469,,65903192593,SUCCESS,AUTHORIZED,Visa,XXXX5138,8474.28,5054.75,2035.41,1384.12,HG5KAN,23-Jul-24 12.00.00 AM,Isabel Brooks,Miami,AZ,0,3,10146,WindFlow,APR,NS,SOL,LG,194.87,69,22-Jul-24,1,0,0,1,,,Retry required
12062,12910,605,56652478053,SUCCESS,AUTHORIZED,Visa,XXXX2065,38659.18,11983.91,12074.15,14601.12,ZYGT1W,13-Jul-25 12.00.00 AM,Lisa West,Houston,CO,5,18,9115,ERCOT Solar,SUB,UPG,WND,LG,435.18,69,03-Jun-25,1,1,1,40,Capacity Update,N,Payment processed successfully
12063,12582,670,54351558865,SUCCESS,AUTHORIZED,Discover,XXXX9537,48495.3,23604.98,15693.7,9196.62,G6LIC3,18-Oct-23 12.00.00 AM,Stephanie Jordan,Austin,IL,1,18,9618,WindFlow,APR,UPG,SOL,SM,148.07,69,06-Sep-23,0,0,1,42,,Y,Payment processed successfully
12064,18054,481,57976258537,FAILED,BANK_DECLINED,eCheck,XXXX6837,6680.73,3794.38,1226.79,1659.56,OJ5LRM,25-Sep-23 12.00.00 AM,Eric Jarvis,Miami,CO,3,9,10019,SolarEdge,SUB,UPG,SOL,SM,391.8,138,28-Aug-23,1,1,0,28,Voltage Change,N,Payment processed successfully
12065,13127,339,54129222579,SUCCESS,AUTHORIZED,MasterCard,XXXX5760,12885.18,7516.86,2354.13,3014.19,SZ9RBR,16-Feb-26 12.00.00 AM,Mary Anderson,Moab,FL,3,15,11062,PowerSync,PLN,NS,BIO,SM,388.57,138,26-Dec-25,0,0,1,52,Capacity Update,Y,ERCOT accepted
12066,12062,519,42639923364,FAILED,BANK_DECLINED,AmericanExpress,XXXX3118,30877.97,15952.41,6513.59,8411.97,EDNCYF,07-Jan-26 12.00.00 AM,Keith Potter,Dallas,FL,3,8,19298,GreenGrid,APR,NS,SOL,MD,265.13,69,13-Nov-25,0,0,1,55,Voltage Change,N,Bank verification pending
12067,13391,104,88766031925,SUCCESS,AUTHORIZED,AmericanExpress,XXXX8435,46296.12,17786.46,21066.07,7443.59,TZMD58,06-Sep-25 12.00.00 AM,Crystal Clark,Dallas,AZ,1,4,11486,BatteryMax,SUB,UPG,SOL,SM,77.44,345,26-Jul-25,1,0,1,42,Ownership Change,N,
12068,10559,,66806137982,FAILED,INSUFFICIENT_FUNDS,Visa,XXXX4430,30505.87,9962.77,3368.07,17175.03,7P0U7H,19-Aug-25 12.00.00 AM,Julia Glenn,Chicago,FL,3,8,10107,EnergyPlus,PLN,UPG,SOL,LG,483.81,230,23-Jun-25,0,1,1,57,,,ERCOT accepted
12069,11286,,46354802266,FAILED,BANK_DECLINED,Visa,XXXX5434,39299.11,12574.92,7341.94,19382.25,16OLCC,16-Feb-24 12.00.00 AM,Catherine Malone,Austin,NY,3,4,12747,ERCOT Solar,SUB,NS,SOL,LG,253.36,345,16-Jan-24,1,0,0,31,Capacity Update,N,Payment processed successfully
12070,15171,,60482429433,FAILED,ECHECK_NOT_SUPPORTED,Visa,XXXX9326,38408.98,18673.99,4087.44,15647.55,AVZ9PF,21-Nov-24 12.00.00 AM,Tiffany Stewart,Denver,CO,3,10,18950,BatteryMax,SUB,UPG,BAT,LG,22.53,69,30-Oct-24,1,1,0,22,,Y,
12071,19168,,58722126420,FAILED,INSUFFICIENT_FUNDS,Visa,XXXX2858,18970.94,4701.83,5139.14,9129.97,89NWU9,09-Jun-24 12.00.00 AM,Jamie Bass,Austin,CA,5,15,15017,WindFlow,PLN,UPG,SOL,LG,161.11,230,08-May-24,0,1,0,32,,Y,Payment processed successfully
12072,19132,865,83058671438,SUCCESS,AUTHORIZED,Discover,XXXX1445,18254.32,10082.5,5846.4,2325.42,6OAQN9,20-Oct-23 12.00.00 AM,Jessica Ellis,Moab,CA,1,10,18657,EnergyPlus,SUB,NS,SOL,LG,52.97,230,30-Aug-23,1,0,1,51,,,Retry required
12073,11890,,86163079826,SUCCESS,AUTHORIZED,MasterCard,XXXX4351,7286.16,4107.53,822.04,2356.59,YKGKSJ,18-Jan-26 12.00.00 AM,Amber Anderson,Miami,FL,0,14,16596,WindFlow,PLN,NS,BAT,LG,37.08,230,03-Jan-26,0,1,0,15,,,Retry required
12074,16532,822,75151387965,FAILED,INSUFFICIENT_FUNDS,Discover,XXXX3114,5804.57,1912.13,948.44,2944.0,E2OP0F,09-Jul-24 12.00.00 AM,April Robinson,Chicago,IL,4,15,9924,SolarEdge,APR,NS,BAT,LG,267.77,230,14-May-24,1,0,0,56,Capacity Update,,Bank verification pending
12075,10099,607,79144965866,SUCCESS,AUTHORIZED,Discover,XXXX6377,13391.5,5993.89,4066.97,3330.64,HURCPY,11-Aug-24 12.00.00 AM,Tamara Clark,Seattle,GA,1,0,14842,BatteryMax,PLN,NS,BAT,MD,338.23,138,05-Jul-24,1,0,0,37,Capacity Update,Y,Retry required
12076,12539,484,68492114735,SUCCESS,AUTHORIZED,Discover,XXXX3599,37581.5,8833.67,6676.85,22070.98,NX7BS7,16-Oct-23 12.00.00 AM,Alison Bradshaw,Houston,GA,0,5,9238,PowerSync,SUB,NS,SOL,SM,279.17,69,12-Sep-23,0,1,1,34,Capacity Update,,Payment processed successfully
12077,17265,,88368298854,FAILED,CARD_EXPIRED,Discover,XXXX9539,20099.17,8201.15,9704.5,2193.52,2PB5O7,22-Aug-25 12.00.00 AM,Lisa Smith,Chicago,GA,0,4,14095,EnergyPlus,SUB,UPG,BAT,MD,77.42,69,08-Jul-25,1,1,0,45,Voltage Change,,ERCOT accepted
12078,18935,,85745367800,SUCCESS,AUTHORIZED,MasterCard,XXXX9333,8441.11,2184.4,2230.58,4026.13,RW808U,14-Mar-26 12.00.00 AM,Andrea Griffin,Austin,NY,1,9,12519,GreenGrid,SUB,UPG,BIO,SM,196.33,345,05-Mar-26,0,1,0,9,Voltage Change,,Bank verification pending
12079,11040,815,76881624755,FAILED,ECHECK_NOT_SUPPORTED,Visa,XXXX7133,46154.74,26414.27,18473.75,1266.72,17ZYJ1,08-Jun-25 12.00.00 AM,Lisa Russo,Miami,GA,5,3,14729,WindFlow,APR,UPG,SOL,MD,110.47,69,23-Apr-25,1,1,1,46,,,Bank verification pending
12080,17362,717,66043356218,SUCCESS,AUTHORIZED,eCheck,XXXX1623,49262.44,28624.14,9588.63,11049.67,7U7LHL,23-Sep-24 12.00.00 AM,Sarah Baker,Chicago,IL,1,19,18981,EnergyPlus,SUB,UPG,SOL,MD,7.83,138,18-Sep-24,1,0,1,5,,Y,ERCOT accepted
12081,12180,,43000388057,FAILED,NETWORK_TIMEOUT,Visa,XXXX9072,31675.9,6929.18,6794.21,17952.51,FUV7YO,27-Oct-23 12.00.00 AM,Leah Robinson,Denver,IL,0,19,12977,EnergyPlus,SUB,NS,BIO,LG,311.76,69,14-Sep-23,1,0,0,43,Voltage Change,N,Payment processed successfully
12082,16167,,47279628241,FAILED,ECHECK_NOT_SUPPORTED,AmericanExpress,XXXX9024,12891.36,4185.2,5469.69,3236.47,M920KT,09-Jun-25 12.00.00 AM,Eric Rogers,Dallas,GA,4,18,10644,EnergyPlus,APR,NS,BIO,MD,175.61,115,19-Apr-25,1,1,1,51,Capacity Update,,Retry required
12083,9965,450,74053899482,SUCCESS,AUTHORIZED,eCheck,XXXX6878,32253.99,7874.48,8927.81,15451.7,5ZAFZ2,30-Jun-24 12.00.00 AM,Jennifer Byrd,Miami,UT,0,2,15775,Claire BESS,SUB,NS,BIO,MD,427.83,69,02-Jun-24,1,1,1,28,,,Payment processed successfully
